company_id,mfa_status,edr_deployed,patch_velocity,open_vulnerabilities,backup_type,training_freq,pen_test_age
49496,0,1,43,137,Cloud-only,0,25
49497,1,0,24,57,Cloud-only,3,19
49498,1,1,20,66,Cloud-only,1,7
49499,1,1,93,253,Cloud-only,3,33
49500,0,1,54,181,Cloud-only,2,12
49501,0,1,30,103,Cloud-only,2,19
49502,0,1,76,211,Cloud-only,1,6
49503,1,0,55,162,Offline,2,8
49504,0,1,18,87,Cloud-only,0,18
49505,1,1,46,148,Offline,4,3
49506,1,1,39,170,On-premise,0,5
49507,0,0,12,35,On-premise,2,10
49508,1,0,118,417,Cloud-only,0,22
49509,1,0,92,271,Cloud-only,0,29
49510,0,1,115,324,Cloud-only,0,16
49511,0,0,29,58,Cloud-only,2,28
49512,0,1,40,141,Offline,0,2
49513,0,0,118,528,Cloud-only,3,29
49514,0,1,21,100,Cloud-only,3,21
49515,1,1,14,37,Offline,0,33
49516,1,1,8,20,Cloud-only,3,33
49517,1,1,79,281,Cloud-only,4,24
49518,1,1,10,32,Cloud-only,4,15
49519,1,0,7,27,Offline,4,18
49520,1,0,11,24,Cloud-only,1,34
49521,1,1,6,13,Cloud-only,3,26
49522,1,1,65,140,Cloud-only,2,2
49523,0,1,12,52,Cloud-only,0,5
49524,1,0,25,100,On-premise,3,7
49525,0,0,62,296,Cloud-only,0,16
49526,1,0,118,377,Cloud-only,4,23
49527,0,0,52,140,On-premise,2,32
49528,1,0,88,304,Offline,1,16
49529,0,1,72,265,Cloud-only,0,6
49530,1,1,98,266,On-premise,4,2
49531,1,1,37,175,On-premise,0,19
49532,1,0,105,236,Cloud-only,2,28
49533,1,1,50,168,Cloud-only,1,18
49534,1,0,11,41,Cloud-only,4,17
49535,1,1,35,102,Cloud-only,1,20
49536,1,1,11,25,Cloud-only,2,18
49537,1,0,11,45,Cloud-only,0,26
49538,1,0,43,150,Cloud-only,4,12
49539,0,1,13,34,Cloud-only,1,7
49540,0,1,92,233,Cloud-only,4,34
49541,1,1,99,448,Cloud-only,2,6
49542,0,0,70,265,On-premise,2,3
49543,0,0,5,10,Offline,1,24
49544,0,1,59,292,On-premise,0,4
49545,1,1,53,133,Offline,3,29
49546,1,1,49,229,On-premise,2,8
49547,1,0,102,420,Cloud-only,3,13
49548,0,1,6,19,Cloud-only,1,34
49549,1,1,55,257,Offline,2,29
49550,1,1,64,293,Cloud-only,3,5
49551,1,1,24,111,Cloud-only,1,4
49552,0,0,103,465,Offline,2,1
49553,1,0,97,293,Cloud-only,3,12
49554,1,1,92,296,On-premise,3,25
49555,0,1,33,73,Offline,2,8
49556,0,1,6,24,Offline,2,9
49557,1,1,59,158,Cloud-only,0,2
49558,0,0,98,400,Cloud-only,2,18
49559,0,0,48,106,Cloud-only,4,9
49560,0,1,16,54,Cloud-only,4,1
49561,1,0,36,123,Cloud-only,3,13
49562,0,1,97,363,Cloud-only,4,17
49563,1,1,55,207,Cloud-only,3,31
49564,1,0,25,117,Cloud-only,3,19
49565,0,1,47,153,Cloud-only,0,12
49566,1,0,108,371,On-premise,4,35
49567,1,0,101,233,Cloud-only,2,27
49568,1,1,106,393,On-premise,2,6
49569,0,0,110,445,Cloud-only,3,2
49570,0,1,29,94,Cloud-only,2,8
49571,1,1,100,433,Cloud-only,1,21
49572,0,0,51,174,Cloud-only,3,18
49573,1,1,115,460,Offline,1,33
49574,0,0,11,41,Cloud-only,4,25
49575,1,0,82,306,Offline,1,4
49576,0,0,93,209,Cloud-only,1,6
49577,0,0,12,31,Cloud-only,1,21
49578,1,1,73,302,Cloud-only,2,5
49579,0,0,90,247,Cloud-only,2,25
49580,1,1,28,89,Offline,3,29
49581,1,1,17,51,Offline,2,31
49582,0,0,112,381,Cloud-only,3,16
49583,0,0,51,244,Cloud-only,4,32
49584,1,0,25,55,On-premise,0,17
49585,1,0,8,19,Cloud-only,2,1
49586,1,1,83,387,Cloud-only,2,9
49587,1,1,74,307,Cloud-only,0,32
49588,0,1,65,240,Offline,0,33
49589,1,1,60,174,Offline,0,1
49590,1,0,33,138,On-premise,2,23
49591,1,1,46,93,Cloud-only,2,10
49592,1,1,105,524,Cloud-only,3,27
49593,0,0,18,70,Offline,4,10
49594,1,1,111,502,Cloud-only,1,34
49595,0,1,42,176,Cloud-only,1,1
49596,0,0,101,432,Cloud-only,3,9
49597,1,0,52,186,Offline,4,34
49598,0,1,29,67,On-premise,2,26
49599,1,1,26,112,Offline,3,31
49600,0,0,47,144,Cloud-only,3,17
49601,1,0,12,39,On-premise,0,16
49602,0,1,97,472,Cloud-only,2,13
49603,0,1,111,506,On-premise,0,35
49604,1,0,85,170,Offline,2,17
49605,1,0,55,145,Cloud-only,4,20
49606,0,1,52,115,Cloud-only,2,30
49607,1,1,66,221,Cloud-only,3,4
49608,0,0,81,370,On-premise,3,29
49609,1,1,18,78,Cloud-only,0,32
49610,0,0,23,70,Offline,1,20
49611,0,1,36,151,Cloud-only,1,16
49612,0,0,29,117,Offline,1,22
49613,1,0,33,125,Offline,2,4
49614,0,0,26,85,On-premise,2,19
49615,1,1,114,236,Cloud-only,1,4
49616,0,0,25,56,Offline,2,12
49617,0,0,40,126,Cloud-only,3,23
49618,1,0,100,468,Cloud-only,4,22
49619,0,0,5,23,Cloud-only,1,16
49620,1,0,89,231,Cloud-only,2,14
49621,1,1,35,118,Cloud-only,2,29
49622,1,1,98,353,Cloud-only,0,24
49623,1,0,62,172,Cloud-only,2,7
49624,0,0,82,380,Cloud-only,0,8
49625,1,0,34,127,Cloud-only,4,8
49626,1,0,4,18,Cloud-only,4,14
49627,0,1,95,273,Cloud-only,4,27
49628,1,0,50,197,On-premise,3,34
49629,0,1,110,330,Cloud-only,2,21
49630,1,1,58,180,Cloud-only,0,30
49631,1,0,27,80,On-premise,1,19
49632,0,1,47,111,Offline,3,8
49633,1,1,7,33,Offline,4,29
49634,1,0,45,155,Offline,2,5
49635,0,1,73,178,Cloud-only,3,6
49636,0,0,16,66,Offline,4,4
49637,1,1,43,102,Offline,1,19
49638,1,1,106,363,Cloud-only,4,26
49639,1,1,44,97,Cloud-only,2,25
49640,0,0,114,423,Cloud-only,0,34
49641,0,1,22,100,On-premise,0,31
49642,1,1,79,239,Offline,1,17
49643,1,0,21,84,Offline,0,13
49644,0,1,31,154,Cloud-only,2,30
49645,1,1,64,214,On-premise,2,30
49646,1,0,97,419,Cloud-only,4,25
49647,0,1,41,112,On-premise,1,22
49648,0,1,66,212,Cloud-only,2,27
49649,1,1,20,61,Cloud-only,2,27
49650,1,1,12,50,Cloud-only,0,35
49651,1,1,42,196,Cloud-only,1,33
49652,1,1,76,313,Cloud-only,3,16
49653,1,1,94,317,Cloud-only,1,13
49654,0,1,54,259,On-premise,1,27
49655,1,0,19,71,Offline,0,26
49656,1,1,94,374,Cloud-only,2,9
49657,1,1,83,269,Offline,2,20
49658,1,1,70,262,On-premise,1,11
49659,1,0,45,188,Cloud-only,0,34
49660,1,1,25,102,Offline,0,8
49661,1,0,48,117,Offline,2,31
49662,1,1,82,258,Cloud-only,2,15
49663,1,1,42,139,Offline,4,13
49664,1,1,71,297,Offline,1,4
49665,1,1,16,73,Cloud-only,0,14
49666,1,0,55,234,Offline,0,26
49667,0,1,47,191,Cloud-only,0,16
49668,0,0,37,160,Cloud-only,1,3
49669,0,0,93,236,Cloud-only,0,12
49670,0,1,95,261,On-premise,1,19
49671,0,1,96,242,Cloud-only,0,7
49672,0,1,109,252,Offline,4,24
49673,1,0,26,69,On-premise,0,1
49674,0,0,6,17,Cloud-only,0,16
49675,1,0,7,21,Cloud-only,3,8
49676,0,0,109,422,Cloud-only,1,22
49677,1,0,37,130,Cloud-only,1,35
49678,0,1,114,429,Cloud-only,3,10
49679,1,1,111,401,Cloud-only,2,33
49680,1,0,112,420,Cloud-only,4,33
49681,1,1,65,224,On-premise,0,2
49682,0,1,76,288,Offline,2,25
49683,0,1,16,75,Cloud-only,0,10
49684,1,0,82,225,Cloud-only,3,25
49685,1,0,65,309,Cloud-only,4,5
49686,1,1,111,412,Cloud-only,3,7
49687,0,1,67,326,On-premise,2,19
49688,1,0,70,179,Offline,3,17
49689,0,0,47,210,Cloud-only,4,30
49690,1,1,48,229,Cloud-only,0,14
49691,0,0,44,142,Offline,4,26
49692,1,0,8,35,Cloud-only,4,6
49693,1,0,57,180,Cloud-only,0,24
49694,0,1,88,377,Cloud-only,1,7
49695,1,0,107,471,Cloud-only,0,25
49696,0,1,88,417,Cloud-only,2,9
49697,1,1,38,101,Cloud-only,1,14
49698,1,0,20,89,Offline,4,4
49699,1,1,70,181,Cloud-only,2,4
49700,1,1,85,295,On-premise,4,9
49701,1,0,93,327,Cloud-only,4,14
49702,1,0,107,341,On-premise,4,27
49703,0,0,34,148,Offline,2,29
49704,0,0,7,24,Cloud-only,1,24
49705,1,0,113,286,Cloud-only,2,27
49706,1,0,97,241,Cloud-only,3,21
49707,1,0,18,57,Offline,1,13
49708,1,0,81,162,Cloud-only,1,32
49709,0,1,27,121,Offline,1,16
49710,1,0,84,233,Cloud-only,3,4
49711,1,0,7,30,On-premise,4,12
49712,0,0,43,190,Cloud-only,3,22
49713,1,0,85,191,Offline,3,34
49714,1,1,10,23,Cloud-only,0,23
49715,1,1,44,93,Offline,4,32
49716,1,0,42,86,Cloud-only,3,9
49717,0,0,119,398,Offline,0,30
49718,0,0,42,85,Offline,1,5
49719,0,0,66,211,Offline,0,20
49720,1,0,86,204,Cloud-only,0,20
49721,1,1,23,83,Cloud-only,3,28
49722,0,1,48,161,On-premise,3,14
49723,0,1,23,46,On-premise,2,6
49724,1,0,105,242,Cloud-only,2,35
49725,0,1,4,18,Offline,0,31
49726,0,1,73,221,Cloud-only,3,1
49727,0,1,38,120,Cloud-only,4,12
49728,0,0,74,321,Offline,0,29
49729,1,0,35,134,Cloud-only,4,16
49730,0,1,21,103,Cloud-only,3,8
49731,1,0,22,103,Cloud-only,1,19
49732,1,1,107,463,Cloud-only,0,8
49733,0,0,49,191,On-premise,1,23
49734,1,1,115,262,On-premise,2,8
49735,0,1,56,129,Cloud-only,0,2
49736,1,0,38,116,Cloud-only,4,7
49737,1,0,63,280,Offline,2,19
49738,0,1,59,132,On-premise,1,16
49739,1,1,10,39,Cloud-only,4,13
49740,0,1,108,372,Cloud-only,0,18
49741,1,1,88,422,On-premise,3,24
49742,0,0,61,127,Offline,1,34
49743,0,1,62,248,Cloud-only,1,27
49744,0,0,109,505,Offline,0,17
49745,1,1,96,460,Cloud-only,2,2
49746,1,0,54,169,Cloud-only,1,11
49747,1,1,70,223,Cloud-only,1,3
49748,0,1,1,4,Cloud-only,2,35
49749,1,1,32,99,Cloud-only,0,22
49750,1,1,108,279,On-premise,4,11
49751,1,1,78,221,On-premise,4,2
49752,1,1,18,60,Offline,0,31
49753,1,1,96,363,On-premise,3,11
49754,0,0,52,193,Cloud-only,0,15
49755,1,1,79,265,On-premise,0,9
49756,1,0,51,222,Cloud-only,4,29
49757,1,0,80,369,On-premise,3,30
49758,0,1,71,310,Cloud-only,3,22
49759,1,1,79,343,Offline,0,33
49760,1,0,59,259,On-premise,3,17
49761,1,1,55,143,On-premise,0,25
49762,0,0,78,319,Offline,3,5
49763,0,0,24,93,Offline,0,9
49764,0,0,98,305,Offline,1,9
49765,1,1,36,94,Cloud-only,4,5
49766,1,0,78,251,Cloud-only,4,12
49767,1,0,43,149,Offline,4,23
49768,1,0,98,390,On-premise,2,27
49769,1,1,62,134,Cloud-only,3,29
49770,0,0,111,438,Cloud-only,1,16
49771,0,0,43,98,Offline,2,29
49772,0,0,28,56,Cloud-only,3,19
49773,1,1,56,252,Cloud-only,2,14
49774,1,1,11,54,Cloud-only,0,14
49775,1,1,95,459,Cloud-only,3,17
49776,1,0,42,168,Cloud-only,1,1
49777,0,0,98,277,Offline,4,3
49778,1,0,62,138,Cloud-only,2,21
49779,1,1,46,187,On-premise,3,21
49780,1,0,62,212,Cloud-only,4,29
49781,1,0,90,424,On-premise,3,24
49782,1,0,14,57,Cloud-only,2,28
49783,0,1,114,485,On-premise,2,8
49784,1,0,85,399,Offline,2,32
49785,1,0,62,193,Cloud-only,3,13
49786,0,1,85,361,Offline,2,31
49787,1,0,95,439,On-premise,3,4
49788,0,0,78,363,Offline,3,9
49789,1,0,81,339,On-premise,1,27
49790,1,0,3,6,Cloud-only,4,16
49791,0,1,99,421,Offline,0,26
49792,1,1,82,257,Offline,3,8
49793,1,0,116,348,Cloud-only,4,17
49794,1,0,70,328,On-premise,1,30
49795,1,0,90,384,On-premise,3,34
49796,0,0,104,298,On-premise,0,23
49797,1,0,108,337,On-premise,3,16
49798,1,0,88,325,Cloud-only,2,8
49799,1,0,24,106,Cloud-only,1,34
49800,0,1,60,230,Cloud-only,4,5
49801,0,1,74,339,Offline,1,35
49802,1,0,87,245,Cloud-only,2,31
49803,0,1,45,131,Cloud-only,2,7
49804,0,1,108,408,Cloud-only,4,7
49805,0,0,111,454,Cloud-only,3,14
49806,1,0,65,242,Cloud-only,4,13
49807,1,1,97,396,Cloud-only,3,26
49808,0,0,25,78,Offline,2,19
49809,1,1,91,372,Cloud-only,4,13
49810,1,0,76,250,Offline,3,29
49811,1,1,45,184,Cloud-only,3,33
49812,0,0,111,351,On-premise,0,10
49813,1,1,114,540,Offline,3,30
49814,1,0,63,295,On-premise,2,22
49815,1,1,10,43,Cloud-only,0,30
49816,1,0,48,232,On-premise,0,5
49817,1,0,79,225,Cloud-only,2,2
49818,0,0,41,139,On-premise,3,35
49819,1,1,64,248,Cloud-only,0,5
49820,1,1,70,233,On-premise,2,19
49821,0,1,104,479,Cloud-only,4,33
49822,0,0,90,387,Cloud-only,1,18
49823,0,1,108,379,Offline,3,11
49824,0,0,56,134,Cloud-only,1,31
49825,1,0,99,312,Cloud-only,2,3
49826,1,0,51,181,Cloud-only,3,30
49827,0,0,97,235,Offline,2,35
49828,1,0,21,100,Offline,4,23
49829,1,0,23,109,Offline,4,4
49830,0,1,88,275,Cloud-only,4,19
49831,1,1,30,78,Cloud-only,0,13
49832,0,1,39,100,Offline,3,9
49833,0,1,51,162,Offline,1,15
49834,1,1,107,278,Offline,2,7
49835,0,0,54,184,Offline,3,25
49836,0,1,85,390,Cloud-only,4,10
49837,0,0,54,159,Offline,1,6
49838,1,1,72,176,Cloud-only,2,5
49839,1,0,110,280,Offline,0,2
49840,1,0,80,347,Offline,0,8
49841,0,1,73,248,Cloud-only,0,30
49842,1,1,42,201,Cloud-only,4,20
49843,0,0,57,218,Offline,1,20
49844,0,1,89,222,Cloud-only,4,4
49845,1,0,7,19,Cloud-only,2,29
49846,0,1,79,315,Cloud-only,1,9
49847,1,1,38,178,Offline,3,29
49848,1,0,59,201,Cloud-only,0,25
49849,1,1,49,234,Cloud-only,0,2
49850,0,0,102,450,Offline,0,23
49851,1,0,14,34,Cloud-only,1,30
49852,1,1,68,214,Cloud-only,2,23
49853,1,1,77,312,On-premise,2,25
49854,1,0,44,147,Cloud-only,3,9
49855,1,0,59,223,On-premise,3,6
49856,0,1,29,97,Cloud-only,4,10
49857,0,0,7,21,Cloud-only,0,14
49858,1,1,118,415,Cloud-only,1,8
49859,1,1,26,76,Cloud-only,2,16
49860,1,1,6,19,Cloud-only,4,23
49861,1,0,44,202,On-premise,2,11
49862,1,1,53,242,On-premise,1,8
49863,0,0,93,446,Cloud-only,2,1
49864,1,1,86,232,Offline,1,33
49865,1,1,65,262,Cloud-only,2,2
49866,0,1,105,290,Offline,2,9
49867,0,1,58,254,Cloud-only,3,31
49868,0,0,5,17,On-premise,3,30
49869,1,1,76,192,Cloud-only,2,3
49870,0,1,6,12,Offline,1,22
49871,1,1,61,127,Offline,0,1
49872,0,0,11,30,Cloud-only,1,27
49873,1,1,39,159,Offline,4,29
49874,1,0,50,175,Offline,1,15
49875,1,1,26,69,Cloud-only,3,3
49876,1,0,13,27,Cloud-only,0,34
49877,1,1,89,300,Offline,1,5
49878,0,0,113,341,Offline,0,14
49879,0,0,36,164,Cloud-only,0,13
49880,1,0,58,265,Offline,4,1
49881,0,1,101,264,Cloud-only,3,25
49882,1,0,27,115,Cloud-only,2,10
49883,0,0,3,9,Offline,3,27
49884,0,0,88,419,Cloud-only,1,24
49885,1,0,71,181,Cloud-only,4,12
49886,1,1,53,183,Cloud-only,1,17
49887,1,1,77,350,Cloud-only,0,5
49888,1,1,15,54,Offline,3,23
49889,0,1,43,207,Cloud-only,3,16
49890,1,0,6,29,Cloud-only,1,15
49891,0,0,62,165,Cloud-only,1,31
49892,1,0,7,30,On-premise,0,28
49893,0,1,114,411,Cloud-only,3,34
49894,1,1,117,575,Offline,4,13
49895,1,1,34,77,Offline,1,2
49896,1,1,13,48,Cloud-only,4,5
49897,1,0,94,361,Offline,2,19
49898,0,0,83,414,On-premise,0,11
49899,0,1,85,185,Cloud-only,2,6
49900,1,1,50,243,On-premise,4,11
49901,1,0,30,111,Cloud-only,4,5
49902,1,1,24,65,Cloud-only,2,13
49903,0,1,2,9,Cloud-only,0,27
49904,0,1,99,405,On-premise,3,35
49905,0,0,100,244,Cloud-only,2,14
49906,1,1,74,157,Offline,0,1
49907,0,0,41,100,Cloud-only,1,26
49908,0,0,86,429,On-premise,1,9
49909,1,0,101,207,Offline,3,3
49910,1,1,25,122,Cloud-only,1,3
49911,0,1,85,211,Cloud-only,1,1
49912,1,1,54,216,Cloud-only,1,30
49913,0,0,94,216,On-premise,3,10
49914,0,1,71,318,Offline,3,7
49915,0,0,64,136,Offline,4,4
49916,1,1,49,183,Cloud-only,4,1
49917,0,0,110,336,Offline,0,15
49918,0,1,112,229,Offline,3,31
49919,0,1,69,166,Cloud-only,2,7
49920,1,0,31,132,Cloud-only,4,8
49921,0,1,78,254,Offline,1,29
49922,1,0,34,77,Cloud-only,2,20
49923,0,1,14,38,Cloud-only,2,33
49924,1,0,112,295,Offline,0,21
49925,0,0,69,286,Cloud-only,1,6
49926,1,1,6,28,Cloud-only,1,1
49927,1,0,83,323,On-premise,1,33
49928,1,1,55,143,On-premise,2,8
49929,1,0,110,431,Cloud-only,1,24
49930,0,1,19,89,On-premise,4,21
49931,0,0,56,131,Cloud-only,1,33
49932,1,0,25,120,On-premise,2,15
49933,0,1,16,38,Offline,3,25
49934,1,1,71,323,Cloud-only,0,10
49935,0,1,114,433,Cloud-only,0,8
49936,0,1,75,224,Offline,2,32
49937,0,1,7,26,On-premise,4,32
49938,1,1,29,132,Cloud-only,2,5
49939,1,0,119,284,Cloud-only,4,10
49940,0,1,65,207,Cloud-only,0,2
49941,0,0,7,30,On-premise,2,12
49942,1,0,55,159,On-premise,1,20
49943,1,1,44,106,Offline,4,2
49944,0,1,8,34,Cloud-only,3,24
49945,0,0,60,242,On-premise,0,33
49946,1,0,92,281,Offline,1,9
49947,1,1,104,486,Cloud-only,4,5
49948,1,1,94,196,On-premise,1,33
49949,1,1,70,309,Offline,1,4
49950,1,0,17,62,Offline,2,30
49951,0,1,106,230,Offline,0,26
49952,1,1,10,22,Offline,0,20
49953,0,1,54,119,Offline,3,30
49954,1,1,92,352,Cloud-only,2,4
49955,1,1,83,414,Cloud-only,0,12
49956,0,0,47,226,Cloud-only,1,1
49957,1,0,8,18,Cloud-only,1,15
49958,0,1,77,219,Offline,0,22
49959,1,0,10,35,Cloud-only,4,15
49960,0,1,102,358,On-premise,3,32
49961,0,1,8,37,On-premise,0,25
49962,1,0,105,384,Cloud-only,2,35
49963,1,0,91,299,Cloud-only,1,1
49964,1,1,92,333,Cloud-only,2,28
49965,1,0,18,48,On-premise,0,7
49966,1,0,16,64,Offline,3,28
49967,1,1,53,250,On-premise,4,2
49968,0,1,4,13,Offline,0,19
49969,0,1,6,25,Cloud-only,0,35
49970,0,0,39,101,Cloud-only,2,24
49971,0,0,74,233,Cloud-only,0,35
49972,0,1,93,331,Cloud-only,3,8
49973,0,0,106,448,Offline,0,9
49974,0,0,83,331,Offline,0,34
49975,0,0,38,129,Cloud-only,2,12
49976,0,1,88,295,Offline,3,21
49977,0,1,92,200,On-premise,4,23
49978,0,1,58,262,Cloud-only,1,11
49979,1,0,113,371,Cloud-only,0,23
49980,1,1,71,282,Cloud-only,2,10
49981,1,0,98,438,Offline,4,7
49982,0,0,52,207,Offline,1,10
49983,1,0,82,357,Cloud-only,3,1
49984,0,0,63,267,Cloud-only,4,2
49985,1,0,23,90,Cloud-only,2,30
49986,0,0,71,162,Offline,4,28
49987,1,1,11,23,On-premise,1,29
49988,0,0,91,358,Cloud-only,0,3
49989,1,0,60,259,Cloud-only,1,9
49990,0,0,54,116,Offline,0,19
49991,0,0,93,356,Cloud-only,0,8
49992,0,1,24,119,Offline,1,18
49993,1,1,31,142,Offline,3,6
49994,0,1,20,74,Cloud-only,3,24
49995,0,0,83,398,Offline,0,1
49996,0,0,12,53,On-premise,0,20
49997,1,0,92,184,Cloud-only,3,4
49998,1,0,28,73,Offline,3,3
49999,1,1,92,253,Offline,1,8
50000,0,0,101,499,On-premise,1,33
50001,1,1,3,14,Cloud-only,0,14
50002,0,1,73,360,Cloud-only,3,18
50003,0,0,52,233,Cloud-only,2,25
50004,1,1,79,320,On-premise,1,26
50005,1,0,110,537,Cloud-only,2,10
50006,0,0,74,213,On-premise,1,34
50007,1,0,114,474,Cloud-only,2,8
50008,0,0,105,290,Offline,1,4
50009,1,0,16,64,Offline,2,29
50010,1,1,54,192,Offline,0,31
50011,0,0,35,169,Cloud-only,2,26
50012,0,1,107,502,On-premise,1,26
50013,0,1,25,51,Offline,3,31
50014,1,1,93,360,On-premise,3,3
50015,0,1,5,15,Cloud-only,0,35
50016,1,1,16,55,Offline,3,31
50017,0,1,38,174,Cloud-only,2,23
50018,1,1,47,206,Offline,3,17
50019,0,1,52,198,Cloud-only,3,14
50020,1,0,26,89,Cloud-only,2,16
50021,1,0,78,167,Offline,4,8
50022,1,1,90,329,On-premise,0,6
50023,1,0,8,39,Cloud-only,4,25
50024,1,1,5,22,Cloud-only,0,32
50025,1,1,14,33,Cloud-only,3,23
50026,1,1,100,310,Cloud-only,0,33
50027,0,0,69,297,Offline,2,10
50028,1,0,100,434,Offline,3,20
50029,1,0,99,248,Cloud-only,3,18
50030,0,1,39,174,Offline,2,28
50031,0,0,119,449,Cloud-only,1,3
50032,1,1,104,448,Cloud-only,1,25
50033,1,1,69,244,Cloud-only,0,7
50034,1,1,98,364,Cloud-only,4,4
50035,1,1,56,243,Cloud-only,3,15
50036,1,1,119,427,Cloud-only,0,20
50037,1,0,3,11,Offline,0,2
50038,1,1,68,214,Cloud-only,1,8
50039,1,0,116,505,Cloud-only,3,9
50040,1,0,29,99,Offline,4,20
50041,0,1,46,141,Cloud-only,0,15
50042,1,0,23,55,Cloud-only,4,21
50043,0,0,87,211,Offline,3,12
50044,1,0,10,42,On-premise,1,15
50045,1,0,67,294,Cloud-only,1,34
50046,0,0,59,277,Cloud-only,0,4
50047,0,1,91,430,On-premise,2,28
50048,1,0,44,203,Offline,4,34
50049,1,0,24,100,Cloud-only,1,27
50050,1,1,60,299,On-premise,0,31
50051,0,1,73,195,Offline,1,26
50052,1,1,119,518,Cloud-only,1,32
50053,1,1,85,402,On-premise,4,16
50054,1,1,5,12,Cloud-only,1,21
50055,1,1,62,258,Cloud-only,3,17
50056,1,0,14,44,Cloud-only,1,13
50057,1,0,39,87,Offline,4,15
50058,1,0,32,152,Offline,2,30
50059,0,0,98,282,Offline,1,2
50060,1,1,66,193,On-premise,3,35
50061,0,0,34,149,Cloud-only,4,34
50062,1,1,102,429,Cloud-only,0,26
50063,1,0,101,437,Cloud-only,3,12
50064,0,1,106,493,Offline,1,1
50065,0,1,78,292,Offline,0,33
50066,0,0,32,122,On-premise,0,5
50067,0,1,9,19,On-premise,2,28
50068,1,0,64,290,Cloud-only,0,3
50069,1,0,17,36,Cloud-only,3,4
50070,0,0,81,184,Cloud-only,2,9
50071,0,1,90,253,Cloud-only,1,11
50072,1,0,20,86,Cloud-only,4,16
50073,1,0,43,156,On-premise,1,13
50074,1,1,61,178,Cloud-only,1,18
50075,1,1,26,76,Offline,1,24
50076,1,1,24,101,Cloud-only,0,20
50077,0,1,62,142,Cloud-only,3,21
50078,1,0,10,20,Offline,1,5
50079,1,1,9,34,Cloud-only,0,6
50080,0,1,68,189,Cloud-only,3,23
50081,1,0,41,183,Cloud-only,3,35
50082,1,1,58,118,On-premise,2,18
50083,1,0,7,19,Cloud-only,2,29
50084,1,1,90,320,Cloud-only,1,31
50085,0,0,97,255,Offline,1,27
50086,1,1,59,121,Cloud-only,3,17
50087,0,0,37,96,Cloud-only,2,23
50088,0,1,108,485,Cloud-only,3,11
50089,0,1,85,233,Cloud-only,4,14
50090,1,0,84,340,Offline,1,14
50091,0,0,46,114,Cloud-only,4,33
50092,1,1,38,113,On-premise,1,2
50093,0,1,2,9,Cloud-only,2,30
50094,0,1,118,410,On-premise,3,29
50095,1,1,75,306,Cloud-only,1,32
50096,0,0,15,70,Offline,1,17
50097,1,0,112,539,Offline,1,11
50098,1,1,91,288,Offline,4,5
50099,1,0,52,127,Cloud-only,3,2
50100,0,0,88,399,Cloud-only,3,1
50101,1,1,66,316,Offline,0,29
50102,1,0,1,3,Cloud-only,3,17
50103,0,1,94,361,Cloud-only,2,11
50104,1,0,49,148,Cloud-only,3,27
50105,1,1,30,139,Offline,4,33
50106,1,0,49,198,Offline,2,12
50107,1,1,38,84,Cloud-only,3,19
50108,1,0,74,339,On-premise,0,30
50109,1,1,28,71,Offline,0,7
50110,1,0,95,236,On-premise,2,24
50111,1,0,85,373,Offline,3,20
50112,1,1,30,97,Cloud-only,2,18
50113,1,0,72,269,Offline,3,19
50114,1,1,106,467,On-premise,0,19
50115,0,1,64,217,Cloud-only,2,35
50116,1,0,18,67,Cloud-only,3,2
50117,1,0,18,72,Cloud-only,2,10
50118,1,1,52,136,Cloud-only,0,6
50119,1,1,107,261,Offline,2,22
50120,1,1,70,333,On-premise,3,13
50121,0,1,85,406,Cloud-only,1,23
50122,0,0,43,121,Offline,0,8
50123,0,0,119,552,Cloud-only,3,9
50124,0,1,83,266,Offline,0,30
50125,1,1,34,112,Cloud-only,3,9
50126,0,1,78,227,Offline,4,19
50127,0,0,4,15,Cloud-only,3,9
50128,1,1,104,439,Offline,3,5
50129,0,0,43,107,On-premise,4,2
50130,0,1,94,395,Cloud-only,2,19
50131,0,1,102,229,Cloud-only,1,19
50132,0,1,65,298,Offline,1,10
50133,1,1,79,381,Cloud-only,0,17
50134,1,1,90,213,On-premise,0,27
50135,0,0,42,150,Offline,0,13
50136,0,1,85,321,Cloud-only,4,25
50137,1,1,56,150,Cloud-only,0,7
50138,0,0,13,45,Cloud-only,4,2
50139,1,1,72,205,Cloud-only,0,18
50140,0,0,66,170,Cloud-only,0,9
50141,1,1,68,220,Cloud-only,4,27
50142,1,0,1,4,Offline,0,10
50143,0,0,5,14,On-premise,3,20
50144,1,1,34,86,Cloud-only,0,23
50145,1,0,118,407,Offline,2,21
50146,1,1,24,108,Cloud-only,0,27
50147,1,1,53,139,On-premise,3,9
50148,1,0,98,409,Cloud-only,2,22
50149,1,1,65,147,Cloud-only,0,15
50150,0,0,44,174,Cloud-only,0,14
50151,1,0,95,240,Cloud-only,1,14
50152,1,1,98,338,Cloud-only,2,21
50153,1,1,56,268,Offline,4,1
50154,1,1,75,262,Cloud-only,0,21
50155,1,0,64,142,Offline,3,9
50156,0,1,96,239,Offline,3,17
50157,0,1,67,322,Cloud-only,2,11
50158,1,1,103,342,Offline,4,31
50159,0,1,27,132,Cloud-only,3,24
50160,0,1,75,304,On-premise,0,28
50161,0,1,20,71,On-premise,0,16
50162,1,1,51,142,Offline,0,8
50163,1,0,57,213,Offline,3,11
50164,0,1,23,101,Cloud-only,0,18
